date,time,central_pa,angular_width,linear_speed,speed_final,speed_20rs,acceleration,mass_g,kinetic_energy,mpa,links,remarks,year,month
2024-09-01,12:00:05,Halo,360,1381,1752,1546,53.5,----,----,144,C2 C3 PHTX DST Java Movie,,2024,9
2024-09-01,19:36:05,143,26,807,771,790,-3.5*1,----,----,145,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-01,21:24:05,65,38,318,343,465,5.5*1,----,----,66,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-02,06:36:05,63,104,517,618,577,6.8*1,----,----,60,C2 C3 PHTX DST Java Movie,,2024,9
2024-09-02,08:12:05,231,30,406,366,278,-5.0*1,----,----,234,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-02,09:12:11,313,30,197,242,481,8.6*1,----,----,310,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,9
2024-09-02,12:12:06,347,85,189,364,440,8.5*1,----,----,1,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-02,13:25:54,230,17,324,361,546,9.3*1,----,----,231,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,9
2024-09-02,13:25:54,85,64,473,452,461,-1.3*1,----,----,85,C2 C3 PHTX DST Java Movie,,2024,9
2024-09-02,14:12:05,116,75,719,833,825,12.9*1,----,----,114,C2 C3 PHTX DST Java Movie,,2024,9
2024-09-02,17:36:05,126,45,200,378,973,39.0*1,----,----,124,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,9
2024-09-03,02:12:05,120,46,177,73,0,-28.2*1,----,----,115,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,9
2024-09-03,08:00:05,Halo,360,1265,1108,1195,-23.5,----,----,288,C2 C3 PHTX DST Java Movie,,2024,9
2024-09-03,19:48:05,56,102,520,426,481,-5.5,----,----,56,C2 C3 PHTX DST Java Movie,,2024,9
2024-09-04,15:48:05,261,95,905,929,947,5.0*1,----,----,242,C2 C3 PHTX DST Java Movie,Very Poor Event,2024,9
2024-09-05,00:12:06,294,187,325,372,402,3.5*1,----,----,332,C2 C3 PHTX DST Java Movie,Poor Event; Partial Halo,2024,9
2024-09-05,07:00:05,Halo,360,1274,976,1165,-46.1,----,----,15,C2 C3 PHTX DST Java Movie,,2024,9
2024-09-05,10:00:05,279,69,437,620,794,23.0*1,----,----,275,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-06,10:12:05,289,26,309,408,487,8.0*1,----,----,299,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-06,11:12:06,232,28,415,626,822,26.5*1,----,----,226,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-06,14:36:05,292,53,382,396,422,1.8*1,----,----,292,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-06,18:00:06,185,79,484,561,1003,35.1*1,----,----,205,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,9
2024-09-06,20:48:06,328,78,192,98,0,-16.3*1,----,----,326,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,9
2024-09-06,22:00:06,172,63,54,80,203,1.7*1,----,----,177,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,9
2024-09-07,00:48:06,216,20,585,707,1235,53.8*1,----,----,208,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,9
2024-09-07,05:24:05,31,85,148,121,0,-1.4*1,----,----,29,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-07,07:12:05,172,115,366,378,379,0.8*1,----,----,180,C2 C3 PHTX DST Java Movie,,2024,9
2024-09-07,11:00:07,249,20,524,458,89,-14.4*1,----,----,250,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-07,11:00:07,285,66,163,62,0,-16.4*1,----,----,287,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,9
2024-09-07,20:36:07,276,100,508,389,320,-11.1*1,----,----,275,C2 C3 PHTX DST Java Movie,,2024,9
2024-09-07,21:48:05,55,31,234,112,0,-11.5*1,----,----,42,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-08,00:48:05,56,73,422,583,671,16.2*1,----,----,42,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-08,01:25:34,306,166,535,402,354,-13.2*1,----,----,315,C2 C3 PHTX DST Java Movie,Partial Halo,2024,9
2024-09-08,10:24:06,293,58,501,599,1053,39.5*1,----,----,288,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,9
2024-09-09,00:36:05,266,211,836,1421,1200,55.3,----,----,279,C2 C3 PHTX DST Java Movie,Partial Halo,2024,9
2024-09-09,05:24:05,Halo,360,1522,1320,1466,-35.2,----,----,55,C2 C3 PHTX DST Java Movie,,2024,9
2024-09-09,13:25:32,19,105,418,459,458,2.7,----,----,15,C2 C3 PHTX DST Java Movie,,2024,9
2024-09-10,00:24:05,Halo,360,643,646,645,0.3,----,----,359,C2 C3 PHTX DST Java Movie,,2024,9
2024-09-10,05:12:05,165,106,309,593,504,10.6,----,----,164,C2 C3 PHTX DST Java Movie,,2024,9
2024-09-10,10:48:06,140,59,186,148,0,-5.8*1,----,----,133,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,9
2024-09-10,20:12:05,198,169,606,513,554,-7.5*1,----,----,188,C2 C3 PHTX DST Java Movie,Partial Halo,2024,9
2024-09-11,02:24:06,2,125,567,651,660,8.2*1,----,----,359,C2 C3 PHTX DST Java Movie,Partial Halo,2024,9
2024-09-11,05:00:05,108,25,553,760,1723,117.7*1,----,----,107,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,9
2024-09-11,09:24:05,22,49,368,244,0,-13.4*1,----,----,15,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-11,12:24:05,284,28,400,315,0,-11.0*1,----,----,277,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-11,12:36:07,261,40,167,110,0,-4.9*1,----,----,260,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-11,16:48:05,130,85,922,649,451,-50.1*1,----,----,112,C2 C3 PHTX DST Java Movie,,2024,9
2024-09-11,19:36:05,266,49,205,233,277,1.9*1,----,----,260,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-12,00:36:05,252,90,202,211,317,2.6*1,----,----,263,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,9
2024-09-12,03:36:06,96,22,243,301,740,21.0*1,----,----,96,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,9
2024-09-12,16:48:06,242,69,187,105,0,-18.4*1,----,----,248,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,9
2024-09-12,19:24:05,88,71,216,178,0,-6.6*1,----,----,80,C2 C3 PHTX DST Java Movie,Only C2,2024,9
2024-09-12,21:48:06,78,144,513,413,479,-5.6,----,----,78,C2 C3 PHTX DST Java Movie,Partial Halo,2024,9
2024-09-13,00:36:05,245,57,154,251,826,28.4*1,----,----,248,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,9
2024-09-13,01:36:06,260,222,627,942,791,22.5,----,----,250,C2 C3 PHTX DST Java Movie,Partial Halo,2024,9
2024-09-13,10:12:06,308,117,541,610,588,5.0,----,----,318,C2 C3 PHTX DST Java Movie,,2024,9
2024-09-13,13:25:32,85,35,470,416,318,-7.6*1,----,----,80,C2 C3 PHTX DST Java Movie,,2024,9
2024-09-13,20:24:05,107,35,368,398,497,5.4*1,----,----,106,C2 C3 PHTX DST Java Movie,,2024,9
2024-09-14,01:36:06,225,49,432,479,712,16.9*1,----,----,217,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-14,06:54:06,214,162,602,540,523,-16.0*1,----,----,212,C2 C3 PHTX DST Java Movie,Only C3; Partial Halo,2024,9
2024-09-14,15:36:06,Halo,360,2366,2713,2543,111.4,----,----,95,C2 C3 PHTX DST Java Movie,,2024,9
2024-09-16,07:36:06,50,45,312,380,557,10.4*1,----,----,48,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-16,21:50:32,259,56,327,324,319,-0.3*1,----,----,263,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-17,02:12:05,255,33,355,354,350,-0.2*1,----,----,261,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-17,04:48:06,70,15,553,709,1367,69.9*1,----,----,68,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,9
2024-09-17,10:36:05,60,31,150,157,210,1.0*1,----,----,50,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,9
2024-09-17,12:24:05,53,75,56,58,69,0.1*1,----,----,53,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,9
2024-09-17,12:48:05,83,23,986,929,849,-16.6*1,----,----,65,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-17,19:24:05,177,36,265,254,234,-0.9*1,----,----,169,C2 C3 PHTX DST Java Movie,,2024,9
2024-09-18,02:48:05,163,21,248,217,81,-2.9*1,----,----,162,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-18,06:12:05,180,129,633,590,599,-4.1*1,----,----,197,C2 C3 PHTX DST Java Movie,Partial Halo,2024,9
2024-09-18,12:36:05,160,161,1437,1346,1390,-17.1*1,----,----,121,C2 C3 PHTX DST Java Movie,Partial Halo,2024,9
2024-09-18,18:12:06,290,28,225,295,827,27.1*1,----,----,297,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,9
2024-09-18,22:12:05,289,27,532,409,391,-11.0*1,----,----,308,C2 C3 PHTX DST Java Movie,,2024,9
2024-09-19,05:12:05,331,112,327,694,587,14.7*1,----,----,326,C2 C3 PHTX DST Java Movie,,2024,9
2024-09-19,18:00:07,308,73,170,260,450,8.1*1,----,----,307,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-19,21:48:05,52,16,411,415,444,1.3*1,----,----,47,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,9
2024-09-20,11:36:05,68,45,174,255,571,13.2*1,----,----,58,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,9
2024-09-20,14:36:05,172,29,170,156,0,-2.8*1,----,----,171,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,9
2024-09-20,14:36:05,70,47,328,616,1216,61.4*1,----,----,62,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,9
2024-09-20,20:48:05,291,16,404,541,1201,56.9*1,----,----,293,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,9
2024-09-20,22:12:05,228,46,150,222,730,22.0*1,----,----,233,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,9
2024-09-21,09:12:11,68,31,265,190,0,-28.6*1,----,----,58,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,9
2024-09-21,11:12:05,297,17,458,447,404,-2.3*1,----,----,297,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-21,16:00:07,13,123,290,521,437,7.6,----,----,20,C2 C3 PHTX DST Java Movie,Partial Halo,2024,9
2024-09-21,19:12:07,151,26,257,251,114,-2.3*1,----,----,156,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,9
2024-09-21,19:48:05,317,12,508,418,0,-32.5*1,----,----,320,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,9
2024-09-21,21:12:09,245,15,239,171,0,-11.6*1,----,----,247,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,9
2024-09-22,04:00:05,158,20,370,398,601,10.2*1,----,----,158,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,9
2024-09-22,07:00:05,310,66,210,223,284,1.7*1,----,----,302,C2 C3 PHTX DST Java Movie,Very Poor Event,2024,9
2024-09-22,14:24:05,296,11,408,0,0,-214.4*1,----,----,300,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,9
2024-09-22,15:36:05,298,24,275,275,275,-0.0*1,----,----,304,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,9
2024-09-22,19:12:05,298,26,488,430,343,-7.5*1,----,----,308,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-22,21:36:05,Halo,360,1256,1188,1211,-11.9,----,----,128,C2 C3 PHTX DST Java Movie,,2024,9
2024-09-23,08:00:05,246,13,358,246,0,-53.3*1,----,----,247,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,9
2024-09-23,20:36:05,210,114,320,629,518,11.5,----,----,196,C2 C3 PHTX DST Java Movie,,2024,9
2024-09-24,01:25:52,314,34,506,353,117,-18.8*1,----,----,313,C2 C3 PHTX DST Java Movie,,2024,9
2024-09-24,04:00:06,170,63,773,574,645,-20.9*1,----,----,156,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-25,11:24:05,105,46,102,33,0,-18.6*1,----,----,103,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,9
2024-09-25,15:00:06,117,75,143,151,265,2.1*1,----,----,103,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,9
2024-09-25,19:00:05,109,51,193,178,0,-6.4*1,----,----,106,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,9
2024-09-25,23:36:06,108,65,188,143,0,-9.0*1,----,----,100,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,9
2024-09-26,00:48:05,261,31,161,177,411,6.0*1,----,----,265,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,9
2024-09-26,08:12:05,241,154,395,665,563,12.2,----,----,213,C2 C3 PHTX DST Java Movie,Partial Halo,2024,9
2024-09-26,12:12:06,28,113,328,388,394,3.6*1,----,----,40,C2 C3 PHTX DST Java Movie,,2024,9
2024-09-26,20:12:05,120,90,250,206,0,-6.0*1,----,----,99,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-26,23:12:10,137,93,267,304,448,6.5*1,----,----,132,C2 C3 PHTX DST Java Movie,,2024,9
2024-09-27,01:25:53,142,124,247,368,323,3.9*1,----,----,144,C2 C3 PHTX DST Java Movie,Partial Halo,2024,9
2024-09-27,09:12:09,99,48,410,272,0,-28.7*1,----,----,108,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-28,08:00:07,114,39,210,125,0,-42.6*1,----,----,113,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,9
2024-09-28,10:36:05,234,24,148,215,528,11.3*1,----,----,230,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,9
2024-09-28,11:00:05,153,74,401,251,199,-10.0*1,----,----,153,C2 C3 PHTX DST Java Movie,Very Poor Event,2024,9
2024-09-28,16:00:05,309,18,520,577,869,22.3*1,----,----,319,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,9
2024-09-28,16:48:05,97,36,251,276,341,2.7*1,----,----,83,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-29,05:36:07,260,130,939,964,951,2.7*1,----,----,253,C2 C3 PHTX DST Java Movie,Poor Event; Partial Halo,2024,9
2024-09-29,08:12:05,66,132,519,563,537,2.6,----,----,70,C2 C3 PHTX DST Java Movie,Partial Halo,2024,9
2024-09-29,11:24:07,222,25,98,0,0,-12.1*1,----,----,224,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,9
2024-09-29,18:12:05,283,21,254,283,502,8.3*1,----,----,296,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,9
2024-09-29,23:36:05,236,32,187,141,0,-8.6*1,----,----,233,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,9
2024-09-30,00:24:05,64,17,505,736,941,33.6*1,----,----,69,C2 C3 PHTX DST Java Movie,Poor Event,2024,9
2024-09-30,03:12:06,69,129,619,658,644,3.2*1,----,----,79,C2 C3 PHTX DST Java Movie,Partial Halo,2024,9
2024-09-30,05:24:05,238,41,336,235,0,-14.5*1,----,----,231,C2 C3 PHTX DST Java Movie,,2024,9
2024-09-30,12:36:05,341,54,147,191,435,7.3*1,----,----,341,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,9
2024-09-30,14:00:05,183,62,368,362,360,-0.4*1,----,----,175,C2 C3 PHTX DST Java Movie,,2024,9
2024-09-30,14:12:06,153,29,500,431,394,-6.8*1,----,----,153,C2 C3 PHTX DST Java Movie,,2024,9
2024-09-30,16:12:05,282,126,895,700,819,-22.3*1,----,----,249,C2 C3 PHTX DST Java Movie,Partial Halo,2024,9
2024-09-30,21:24:05,318,44,92,68,0,-2.8*1,----,----,324,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,9
2024-10-01,00:48:07,134,48,147,182,571,13.0*1,----,----,137,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,10
2024-10-01,01:25:56,239,24,490,519,697,12.8*1,----,----,239,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-01,02:12:05,240,28,550,307,0,-72.5*1,----,----,243,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-01,06:12:05,92,12,524,591,636,8.6*1,----,----,90,C2 C3 PHTX DST Java Movie,Very Poor Event,2024,10
2024-10-01,11:00:05,239,8,350,288,0,-22.9*1,----,----,235,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,10
2024-10-01,14:00:05,320,55,364,406,495,5.9*1,----,----,323,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-01,17:00:05,89,20,387,492,1152,51.1*1,----,----,89,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,10
2024-10-01,19:12:36,197,42,470,603,866,26.5*1,----,----,192,C2 C3 PHTX DST Java Movie,,2024,10
2024-10-01,22:36:05,Halo,360,598,372,0,-48.8*1,----,----,90,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-02,06:24:05,158,75,270,272,282,0.3*1,----,----,153,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-02,09:24:05,331,20,300,233,0,-15.5*1,----,----,333,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,10
2024-10-02,14:12:05,164,83,204,131,0,-5.6*1,----,----,158,C2 C3 PHTX DST Java Movie,,2024,10
2024-10-02,17:24:05,350,63,317,325,325,0.4*1,----,----,343,C2 C3 PHTX DST Java Movie,,2024,10
2024-10-02,21:12:06,180,45,215,186,0,-6.3*1,----,----,168,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,10
2024-10-02,22:36:06,61,42,424,510,925,30.4*1,----,----,71,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,10
2024-10-03,02:00:05,63,51,155,68,0,-20.2*1,----,----,74,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,10
2024-10-03,02:12:05,281,39,396,258,0,-34.4*1,----,----,283,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-03,07:48:05,49,131,628,935,857,27.5,----,----,46,C2 C3 PHTX DST Java Movie,Partial Halo,2024,10
2024-10-03,09:36:06,187,66,350,273,0,-9.3*1,----,----,181,C2 C3 PHTX DST Java Movie,,2024,10
2024-10-03,12:48:05,Halo,360,821,735,664,-17.2*1,----,----,260,C2 C3 PHTX DST Java Movie,,2024,10
2024-10-03,13:25:59,52,142,681,795,741,9.3,----,----,58,C2 C3 PHTX DST Java Movie,Partial Halo,2024,10
2024-10-03,20:36:05,258,210,1013,941,961,-12.2*1,----,----,252,C2 C3 PHTX DST Java Movie,Partial Halo,2024,10
2024-10-04,05:12:07,227,144,497,391,387,-9.2*1,----,----,185,C2 C3 PHTX DST Java Movie,Partial Halo,2024,10
2024-10-04,13:25:56,227,33,653,463,409,-24.4*1,----,----,211,C2 C3 PHTX DST Java Movie,,2024,10
2024-10-04,14:51:40,223,36,222,320,786,25.5*1,----,----,218,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,10
2024-10-04,20:48:05,20,175,639,500,565,-12.5*1,----,----,15,C2 C3 PHTX DST Java Movie,Partial Halo,2024,10
2024-10-05,02:36:05,245,13,473,471,455,-0.8*1,----,----,239,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,10
2024-10-05,07:12:05,217,21,655,358,0,-84.0*1,----,----,210,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-05,11:48:05,222,38,616,504,265,-18.6*1,----,----,206,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-05,14:36:05,228,131,629,489,418,-17.7*1,----,----,217,C2 C3 PHTX DST Java Movie,Partial Halo,2024,10
2024-10-05,19:12:05,308,70,421,342,286,-6.6*1,----,----,307,C2 C3 PHTX DST Java Movie,,2024,10
2024-10-06,06:12:05,207,83,785,558,580,-30.3*1,----,----,208,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-06,09:36:05,284,23,336,472,633,16.4*1,----,----,284,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-06,16:00:05,231,66,280,322,333,2.2*1,----,----,214,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-06,21:36:05,289,47,604,445,352,-18.6*1,----,----,296,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-07,03:48:05,292,56,474,526,512,3.6*1,----,----,299,C2 C3 PHTX DST Java Movie,,2024,10
2024-10-07,04:36:05,200,16,391,476,891,28.6*1,----,----,195,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,10
2024-10-07,05:00:05,101,38,268,358,513,10.6*1,----,----,94,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-07,15:12:05,195,43,430,648,1246,63.2*1,----,----,187,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-07,20:12:05,Halo,360,967,944,953,-3.0,----,----,257,C2 C3 PHTX DST Java Movie,,2024,10
2024-10-08,06:06:09,178,172,1095,987,1062,-13.9,----,----,181,C2 C3 PHTX DST Java Movie,Partial Halo,2024,10
2024-10-08,10:36:05,102,234,457,816,736,21.6,----,----,94,C2 C3 PHTX DST Java Movie,Partial Halo,2024,10
2024-10-09,02:12:06,Halo,360,1435,1163,1303,-52.1,----,----,306,C2 C3 PHTX DST Java Movie,,2024,10
2024-10-09,16:12:05,271,176,874,679,757,-29.4*1,----,----,281,C2 C3 PHTX DST Java Movie,Partial Halo,2024,10
2024-10-09,18:36:05,38,124,73,57,0,-0.9*1,----,----,31,C2 C3 PHTX DST Java Movie,Poor Event; Partial Halo,2024,10
2024-10-10,10:12:06,118,130,635,661,655,2.9*1,----,----,140,C2 C3 PHTX DST Java Movie,Poor Event; Partial Halo,2024,10
2024-10-10,18:06:09,275,52,505,377,410,-13.5*1,----,----,292,C2 C3 PHTX DST Java Movie,Poor Event; Only C3,2024,10
2024-10-11,04:24:06,285,13,733,591,0,-49.6*1,----,----,286,C2 C3 PHTX DST Java Movie,Very Poor Event,2024,10
2024-10-11,05:02:04,108,71,131,100,0,-4.2*1,----,----,97,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,10
2024-10-11,12:24:07,293,51,575,511,549,-4.7*1,----,----,296,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-11,13:25:56,195,41,393,218,275,-10.3*1,----,----,189,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-11,17:48:06,108,128,334,325,327,-0.5*1,----,----,122,C2 C3 PHTX DST Java Movie,Poor Event; Partial Halo,2024,10
2024-10-12,04:00:05,186,51,515,451,450,-5.9*1,----,----,182,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-12,11:36:07,182,72,538,509,517,-2.6*1,----,----,174,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-12,11:36:07,242,119,483,411,451,-4.3,----,----,243,C2 C3 PHTX DST Java Movie,,2024,10
2024-10-13,01:36:06,295,132,803,869,844,8.2*1,----,----,298,C2 C3 PHTX DST Java Movie,Partial Halo,2024,10
2024-10-13,02:48:07,197,96,615,434,488,-17.0*1,----,----,193,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-13,03:12:06,173,119,282,565,458,9.7,----,----,169,C2 C3 PHTX DST Java Movie,,2024,10
2024-10-14,00:48:05,327,182,518,442,489,-4.8,----,----,308,C2 C3 PHTX DST Java Movie,Partial Halo,2024,10
2024-10-14,07:36:05,295,36,255,311,602,13.5*1,----,----,295,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,10
2024-10-14,09:24:08,243,72,756,701,726,-5.7,----,----,247,C2 C3 PHTX DST Java Movie,,2024,10
2024-10-14,10:12:06,308,55,298,245,0,-8.6*1,----,----,298,C2 C3 PHTX DST Java Movie,,2024,10
2024-10-14,12:30:05,19,99,215,275,257,2.1*1,----,----,22,C2 C3 PHTX DST Java Movie,Poor Event; Only C3,2024,10
2024-10-14,14:30:11,304,96,695,680,691,-1.4,----,----,306,C2 C3 PHTX DST Java Movie,,2024,10
2024-10-14,20:36:07,298,101,523,860,768,23.2*1,----,----,303,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-14,23:30:09,183,39,358,360,360,0.2*1,----,----,182,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-15,02:36:06,61,44,298,343,572,11.0*1,----,----,54,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,10
2024-10-15,02:36:06,149,104,221,289,439,7.0*1,----,----,149,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-16,22:36:06,Halo,360,724,811,780,9.1*1,----,----,356,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-17,07:36:05,48,71,328,351,377,2.0*1,----,----,36,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-17,11:48:05,95,20,390,519,1050,42.8*1,----,----,91,C2 C3 PHTX DST Java Movie,Very Poor Event,2024,10
2024-10-17,22:24:05,89,22,452,608,774,21.7*1,----,----,74,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-18,05:36:06,301,48,182,157,0,-3.5*1,----,----,306,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,10
2024-10-18,09:24:21,304,89,253,342,316,3.0*1,----,----,310,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-19,07:00:05,258,38,436,704,1043,43.6*1,----,----,261,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-19,09:12:09,80,113,842,931,927,11.5*1,----,----,68,C2 C3 PHTX DST Java Movie,,2024,10
2024-10-19,09:36:05,161,51,567,434,410,-13.0*1,----,----,161,C2 C3 PHTX DST Java Movie,,2024,10
2024-10-19,18:36:05,294,45,362,402,506,6.3*1,----,----,299,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-19,22:36:05,116,135,414,543,605,11.7*1,----,----,119,C2 C3 PHTX DST Java Movie,Partial Halo,2024,10
2024-10-20,08:00:05,91,41,150,171,357,4.6*1,----,----,91,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2024,10
2024-10-20,08:12:05,167,34,187,235,546,11.5*1,----,----,171,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2024,10
2024-10-20,11:12:06,44,79,408,694,563,12.5*1,----,----,40,C2 C3 PHTX DST Java Movie,,2024,10
2024-10-20,13:25:54,161,40,303,405,642,15.6*1,----,----,169,C2 C3 PHTX DST Java Movie,Very Poor Event,2024,10
2024-10-21,05:24:05,80,32,508,320,0,-52.2*1,----,----,78,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
2024-10-21,09:12:09,104,104,231,150,0,-6.1*1,----,----,114,C2 C3 PHTX DST Java Movie,Poor Event,2024,10
