date,time,central_pa,angular_width,linear_speed,speed_final,speed_20rs,acceleration,mass_g,kinetic_energy,mpa,links,remarks,year,month
2025-02-26,19:12:05,20,42,258,272,471,6.7*1,----,----,25,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2025,2
2025-02-26,20:24:05,68,38,147,98,0,-14.7*1,----,----,67,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2025,2
2025-02-26,22:12:05,293,37,101,135,358,5.1*1,----,----,294,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2025,2
2025-02-27,00:00:05,226,17,558,743,753,20.5*1,----,----,231,C2 C3 PHTX DST Java Movie,Poor Event,2025,2
2025-02-27,00:00:05,252,29,374,461,630,13.0*1,----,----,251,C2 C3 PHTX DST Java Movie,Poor Event,2025,2
2025-02-27,08:00:06,349,72,461,553,714,17.1*1,----,----,347,C2 C3 PHTX DST Java Movie,Very Poor Event,2025,2
2025-02-27,11:48:05,221,68,438,551,609,11.0*1,----,----,215,C2 C3 PHTX DST Java Movie,Poor Event,2025,2
2025-02-27,16:00:05,319,41,178,135,0,-13.8*1,----,----,322,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2025,2
2025-02-27,18:48:05,35,84,275,502,773,25.1*1,----,----,33,C2 C3 PHTX DST Java Movie,,2025,2
2025-02-28,01:36:05,25,50,175,256,316,4.0*1,----,----,34,C2 C3 PHTX DST Java Movie,Poor Event,2025,2
2025-02-28,08:00:05,251,47,418,325,0,-11.4*1,----,----,259,C2 C3 PHTX DST Java Movie,Poor Event,2025,2
2025-02-28,14:48:05,7,57,353,227,0,-16.5*1,----,----,9,C2 C3 PHTX DST Java Movie,Poor Event,2025,2
2025-02-28,17:24:05,4,78,435,340,0,-18.2*1,----,----,8,C2 C3 PHTX DST Java Movie,,2025,2
2025-02-28,17:24:05,Halo,360,984,858,932,-15.1,----,----,291,C2 C3 PHTX DST Java Movie,,2025,2
2025-03-01,01:36:05,314,19,362,477,911,33.5*1,----,----,323,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2025,3
2025-03-01,02:48:05,229,66,63,136,264,3.1*1,----,----,230,C2 C3 PHTX DST Java Movie,Very Poor Event,2025,3
2025-03-01,04:00:05,357,11,454,599,1432,82.3*1,----,----,3,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2025,3
2025-03-01,09:48:05,359,79,647,575,503,-10.7*1,----,----,7,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-01,18:00:06,160,127,511,677,599,9.2,----,----,144,C2 C3 PHTX DST Java Movie,Partial Halo,2025,3
2025-03-01,22:36:05,254,16,293,377,978,37.5*1,----,----,255,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2025,3
2025-03-01,23:24:05,165,73,368,212,0,-20.0*1,----,----,162,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-02,01:24:05,110,17,646,253,0,-124.0*1,----,----,110,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-02,04:00:05,114,15,835,840,848,1.2*1,----,----,114,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-02,06:12:05,116,16,863,867,877,1.2*1,----,----,115,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-02,08:36:05,114,17,591,710,1463,80.6*1,----,----,117,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2025,3
2025-03-02,09:36:05,288,15,427,654,1444,85.7*1,----,----,288,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2025,3
2025-03-02,09:48:05,114,25,881,766,736,-18.7*1,----,----,114,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-02,10:24:05,343,180,493,434,430,-5.1,----,----,326,C2 C3 PHTX DST Java Movie,Partial Halo,2025,3
2025-03-02,15:12:06,69,15,309,144,0,-103.7*1,----,----,69,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2025,3
2025-03-02,16:48:05,9,23,174,195,359,4.4*1,----,----,6,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2025,3
2025-03-02,20:48:05,75,24,360,416,829,24.8*1,----,----,71,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2025,3
2025-03-03,01:12:05,234,46,572,629,967,29.2*1,----,----,233,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2025,3
2025-03-03,11:00:05,57,39,371,371,372,0.0*1,----,----,54,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-03,12:24:05,171,40,524,468,474,-4.3*1,----,----,173,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-03,17:00:06,346,26,334,333,333,-0.1*1,----,----,354,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-03,17:12:05,164,73,774,649,664,-15.4*1,----,----,160,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-03,19:36:05,293,23,423,395,0,-10.4*1,----,----,297,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2025,3
2025-03-04,03:48:05,166,69,844,793,793,-7.1*1,----,----,163,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-04,04:48:05,203,22,933,880,844,-11.5*1,----,----,192,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-04,10:12:05,162,21,483,303,0,-24.7*1,----,----,163,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-04,11:24:06,249,19,906,1081,1439,69.2*1,----,----,246,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-04,13:00:05,329,42,219,222,249,0.6*1,----,----,345,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2025,3
2025-03-04,18:48:05,245,18,890,851,738,-13.7*1,----,----,236,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-04,21:25:10,279,51,1428,1841,1763,95.7*1,----,----,289,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-04,22:12:06,244,10,404,327,0,-29.7*1,----,----,239,C2 C3 PHTX DST Java Movie,Very Poor Event,2025,3
2025-03-05,03:12:05,77,66,591,579,575,-1.4*1,----,----,88,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-05,11:12:05,335,53,422,378,286,-5.8*1,----,----,344,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-05,12:48:06,166,40,196,276,677,18.8*1,----,----,168,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2025,3
2025-03-05,18:36:05,336,48,411,321,131,-9.1*1,----,----,340,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-06,05:36:06,171,27,203,203,199,-0.1*1,----,----,170,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-06,12:48:05,174,15,188,161,0,-3.3*1,----,----,172,C2 C3 PHTX DST Java Movie,Very Poor Event,2025,3
2025-03-06,20:24:05,334,34,264,288,594,12.2*1,----,----,334,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2025,3
2025-03-06,22:12:05,67,57,191,254,659,17.1*1,----,----,61,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2025,3
2025-03-07,01:48:06,175,119,542,540,538,-0.3*1,----,----,174,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-07,10:12:05,247,10,350,525,1293,68.8*1,----,----,247,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2025,3
2025-03-07,16:48:05,319,88,281,268,252,-0.9*1,----,----,338,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-07,19:36:05,215,67,656,922,954,30.9*1,----,----,217,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-07,21:40:17,166,49,581,593,594,1.1*1,----,----,168,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-08,00:12:05,329,44,250,234,0,-4.3*1,----,----,331,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2025,3
2025-03-08,07:12:06,223,57,286,178,0,-6.2*1,----,----,220,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-08,09:12:05,325,63,209,277,370,4.7*1,----,----,338,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-08,15:36:05,226,16,665,545,200,-24.3*1,----,----,224,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-08,22:36:06,74,88,667,767,846,17.5*1,----,----,66,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-09,12:48:06,29,37,550,597,685,9.4*1,----,----,37,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-10,03:12:06,97,34,242,241,226,-0.3*1,----,----,94,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2025,3
2025-03-10,04:48:07,196,18,468,625,936,33.9*1,----,----,195,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-10,05:48:05,32,25,297,283,0,-4.8*1,----,----,33,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2025,3
2025-03-10,09:12:05,198,29,427,441,494,3.2*1,----,----,191,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-10,11:00:05,242,30,652,743,908,22.5*1,----,----,225,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-11,01:12:05,87,28,282,282,269,-0.3*1,----,----,87,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2025,3
2025-03-11,05:24:05,252,44,785,690,673,-13.4*1,----,----,251,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-11,09:36:06,83,58,217,224,305,2.0*1,----,----,84,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2025,3
2025-03-11,10:48:05,333,90,200,116,0,-19.0*1,----,----,339,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2025,3
2025-03-11,14:00:05,284,6,913,630,0,-248.9*1,----,----,286,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2025,3
2025-03-11,17:00:06,45,27,481,534,659,10.6*1,----,----,48,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-11,18:24:05,40,28,604,673,769,12.7*1,----,----,44,C2 C3 PHTX DST Java Movie,Very Poor Event,2025,3
2025-03-11,19:00:05,7,26,175,108,0,-13.3*1,----,----,16,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2025,3
2025-03-11,19:36:05,298,16,357,405,568,9.4*1,----,----,298,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-11,19:48:05,113,38,169,0,0,-46.2*1,----,----,116,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2025,3
2025-03-11,22:24:05,302,31,291,226,0,-6.1*1,----,----,311,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-11,23:24:07,39,29,524,300,386,-16.9*1,----,----,42,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-12,07:00:05,44,28,491,399,410,-7.1*1,----,----,42,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-12,07:12:05,289,26,357,374,460,4.0*1,----,----,300,C2 C3 PHTX DST Java Movie,Very Poor Event,2025,3
2025-03-12,11:12:05,209,9,245,328,954,37.4*1,----,----,203,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2025,3
2025-03-12,20:04:30,46,14,700,820,1209,47.9*1,----,----,44,C2 C3 PHTX DST Java Movie,Very Poor Event,2025,3
2025-03-12,20:36:05,359,24,162,135,0,-4.8*1,----,----,358,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2025,3
2025-03-13,01:48:05,204,10,294,318,433,4.9*1,----,----,200,C2 C3 PHTX DST Java Movie,Very Poor Event,2025,3
2025-03-13,04:00:05,115,24,203,253,601,14.1*1,----,----,110,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2025,3
2025-03-13,08:48:05,282,14,207,148,0,-18.9*1,----,----,285,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2025,3
2025-03-13,17:24:05,354,96,651,627,585,-4.8*1,----,----,31,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-14,01:55:55,57,38,941,767,0,-129.8*1,----,----,62,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2025,3
2025-03-14,03:30:23,206,22,141,36,0,-27.3*1,----,----,205,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2025,3
2025-03-14,11:33:50,93,54,239,136,0,-37.3*1,----,----,97,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2025,3
2025-03-15,01:25:55,56,15,415,488,940,33.2*1,----,----,48,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2025,3
2025-03-15,05:24:05,225,143,1270,1303,1283,4.6,----,----,234,C2 C3 PHTX DST Java Movie,Partial Halo,2025,3
2025-03-15,19:00:05,40,61,631,485,0,-60.9*1,----,----,53,C2 C3 PHTX DST Java Movie,Very Poor Event,2025,3
2025-03-15,20:24:05,86,13,683,1070,3029,381.1*1,----,----,86,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2025,3
2025-03-16,00:00:05,232,83,1062,1434,1264,45.5,----,----,251,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-16,02:36:05,54,24,310,258,0,-7.7*1,----,----,54,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-16,04:12:05,117,36,326,380,512,7.7*1,----,----,108,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-16,07:24:05,52,18,253,356,417,6.9*1,----,----,49,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-16,11:24:05,314,78,213,220,263,1.1*1,----,----,331,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2025,3
2025-03-16,20:36:05,28,285,258,258,257,-0.0*1,----,----,13,C2 C3 PHTX DST Java Movie,Poor Event; Partial Halo,2025,3
2025-03-17,00:48:05,15,99,201,416,355,5.2*1,----,----,20,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-17,11:24:05,273,90,251,286,427,5.6*1,----,----,282,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-17,12:48:05,90,43,638,441,0,-53.3*1,----,----,111,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-17,19:48:05,18,84,322,330,342,0.8*1,----,----,14,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-17,20:12:05,6,19,580,521,532,-5.5*1,----,----,5,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-17,22:36:05,290,43,151,182,522,10.7*1,----,----,291,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2025,3
2025-03-17,23:36:05,10,75,253,358,335,3.7*1,----,----,10,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-18,08:36:05,110,43,584,341,387,-21.2*1,----,----,113,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-18,16:08:59,62,49,357,357,359,0.1*1,----,----,65,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-19,00:12:05,36,94,332,695,558,12.9,----,----,36,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-19,01:25:56,72,31,989,1041,1103,16.9*1,----,----,63,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-19,05:00:05,283,135,662,859,995,32.8*1,----,----,289,C2 C3 PHTX DST Java Movie,Poor Event; Partial Halo,2025,3
2025-03-19,16:00:06,158,10,526,540,671,8.0*1,----,----,165,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2025,3
2025-03-19,23:24:05,273,113,1069,989,1027,-10.2*1,----,----,259,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-20,17:12:06,262,118,951,795,885,-17.3*1,----,----,273,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-20,22:00:05,99,18,314,222,0,-32.8*1,----,----,100,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2025,3
2025-03-21,08:48:06,36,100,218,215,206,-0.3*1,----,----,19,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-21,13:25:54,133,34,621,560,296,-16.4*1,----,----,131,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-21,16:00:07,Halo,360,819,515,523,-42.5*1,----,----,107,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-21,16:36:07,255,76,237,228,211,-0.7*1,----,----,242,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-21,17:00:05,355,55,595,576,505,-5.5*1,----,----,357,C2 C3 PHTX DST Java Movie,Very Poor Event,2025,3
2025-03-22,03:24:05,118,6,381,564,1521,94.3*1,----,----,120,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2025,3
2025-03-22,05:48:34,118,14,423,265,0,-67.0*1,----,----,121,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2025,3
2025-03-22,06:36:05,275,7,408,663,2021,167.2*1,----,----,273,C2 C3 PHTX DST Java Movie,Very Poor Event; Only 3 points; Only C2,2025,3
2025-03-22,07:36:05,40,90,617,533,570,-6.5,----,----,36,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-22,12:00:05,310,18,304,454,855,31.0*1,----,----,307,C2 C3 PHTX DST Java Movie,Very Poor Event,2025,3
2025-03-22,12:12:05,116,20,552,554,560,0.5*1,----,----,118,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-22,13:36:32,10,65,1092,969,1013,-17.8*1,----,----,8,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-22,14:48:05,35,87,587,496,536,-7.0*1,----,----,38,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-22,15:48:05,121,137,835,586,727,-26.7*1,----,----,126,C2 C3 PHTX DST Java Movie,Partial Halo,2025,3
2025-03-22,16:00:05,309,60,439,466,491,3.1*1,----,----,313,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-22,16:24:05,263,52,211,252,610,14.1*1,----,----,268,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2025,3
2025-03-22,22:24:06,301,15,249,234,0,-3.5*1,----,----,302,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2025,3
2025-03-22,23:12:06,250,44,81,101,145,0.8*1,----,----,243,C2 C3 PHTX DST Java Movie,Very Poor Event,2025,3
2025-03-23,08:12:07,54,84,508,591,549,5.3*1,----,----,56,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-23,09:12:05,169,15,666,1153,2364,238.8*1,----,----,171,C2 C3 PHTX DST Java Movie,Very Poor Event,2025,3
2025-03-23,13:25:52,114,38,580,544,416,-9.4*1,----,----,114,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-23,19:48:05,242,58,277,242,0,-4.1*1,----,----,252,C2 C3 PHTX DST Java Movie,Very Poor Event,2025,3
2025-03-24,00:12:05,238,45,289,296,301,0.5*1,----,----,233,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-24,06:48:05,111,11,475,634,1483,88.3*1,----,----,113,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2025,3
2025-03-24,11:24:05,255,50,384,386,386,0.1*1,----,----,254,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-24,15:45:31,116,29,702,307,0,-54.1*1,----,----,118,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-24,19:24:05,121,25,652,497,0,-39.5*1,----,----,117,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-24,22:24:06,121,36,638,811,1288,60.8*1,----,----,120,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-24,23:12:05,355,47,258,374,420,7.6*1,----,----,359,C2 C3 PHTX DST Java Movie,Very Poor Event,2025,3
2025-03-24,23:36:05,50,33,661,681,696,3.1*1,----,----,50,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-25,02:12:05,56,27,751,669,506,-19.0*1,----,----,52,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-25,04:24:05,48,39,644,598,561,-7.0*1,----,----,50,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-25,05:48:05,52,13,467,480,587,5.8*1,----,----,51,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2025,3
2025-03-25,06:36:05,257,22,258,252,167,-1.7*1,----,----,260,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2025,3
2025-03-25,07:12:05,118,20,751,518,0,-66.3*1,----,----,121,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-25,07:12:05,53,34,609,535,272,-16.8*1,----,----,53,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-25,08:48:05,259,65,145,122,0,-7.6*1,----,----,261,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2025,3
2025-03-25,10:00:06,266,51,295,454,1267,65.4*1,----,----,256,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2025,3
2025-03-25,12:48:05,271,89,341,302,257,-3.2*1,----,----,263,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-25,15:12:08,143,95,1265,944,1194,-52.9,----,----,112,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-25,19:49:19,185,40,728,476,583,-22.2*1,----,----,194,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-26,01:36:08,306,19,397,571,1108,50.9*1,----,----,309,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-26,02:25:19,111,10,442,900,2448,251.8*1,----,----,115,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2025,3
2025-03-26,04:36:05,269,41,233,265,327,2.8*1,----,----,256,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-26,09:49:18,265,79,347,277,276,-4.1*1,----,----,262,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-26,11:25:18,38,48,199,291,669,18.9*1,----,----,29,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2025,3
2025-03-26,12:49:19,136,9,224,387,1301,72.3*1,----,----,144,C2 C3 PHTX DST Java Movie,Very Poor Event; Only 3 points; Only C2,2025,3
2025-03-26,13:36:05,116,10,432,874,2906,388.5*1,----,----,119,C2 C3 PHTX DST Java Movie,Very Poor Event; Only 3 points; Only C2,2025,3
2025-03-26,14:01:14,64,85,272,263,265,-0.4*1,----,----,60,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-26,15:12:06,115,9,699,631,519,-13.6*1,----,----,123,C2 C3 PHTX DST Java Movie,Very Poor Event,2025,3
2025-03-26,15:49:20,138,26,421,319,0,-41.1*1,----,----,145,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2025,3
2025-03-26,18:49:18,65,22,148,221,440,8.1*1,----,----,60,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-26,20:49:18,260,37,280,430,481,10.1*1,----,----,267,C2 C3 PHTX DST Java Movie,yht_reformat; Very Poor Event,2025,3
2025-03-26,21:05:56,113,9,796,677,569,-21.8*1,----,----,121,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-26,21:05:56,254,46,233,162,0,-12.7*1,----,----,250,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2025,3
2025-03-26,23:25:18,343,60,204,312,418,6.8*1,----,----,339,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-27,04:12:07,52,51,353,329,284,-2.5*1,----,----,56,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-27,05:36:06,308,22,360,261,0,-11.8*1,----,----,307,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-27,07:01:15,279,39,538,671,670,13.0*1,----,----,276,C2 C3 PHTX DST Java Movie,Very Poor Event,2025,3
2025-03-27,10:12:05,221,37,203,260,236,1.4*1,----,----,219,C2 C3 PHTX DST Java Movie,Very Poor Event,2025,3
2025-03-27,17:01:43,117,18,763,766,771,0.6*1,----,----,121,C2 C3 PHTX DST Java Movie,Very Poor Event,2025,3
2025-03-27,21:12:42,142,82,595,685,635,5.7*1,----,----,154,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-27,23:49:19,351,51,370,370,370,-0.0*1,----,----,333,C2 C3 PHTX DST Java Movie,Very Poor Event,2025,3
2025-03-28,02:31:40,216,52,95,205,201,1.8*1,----,----,217,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-28,08:01:15,343,54,388,389,389,0.1*1,----,----,343,C2 C3 PHTX DST Java Movie,Very Poor Event,2025,3
2025-03-28,14:04:53,274,76,204,194,50,-1.8*1,----,----,290,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2025,3
2025-03-28,15:24:05,Halo,360,1986,1899,1951,-20.5,----,----,78,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-29,13:25:52,310,78,318,304,267,-1.7*1,----,----,303,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-29,15:24:06,353,58,414,456,513,5.9*1,----,----,360,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-29,23:12:05,113,49,798,691,610,-18.6*1,----,----,115,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-30,00:36:05,135,108,425,535,715,17.2*1,----,----,122,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-30,02:00:05,297,13,964,1151,1352,52.1*1,----,----,306,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-30,04:24:05,149,86,973,755,829,-30.2*1,----,----,151,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-30,08:36:06,304,81,991,1087,1054,13.3,----,----,299,C2 C3 PHTX DST Java Movie,,2025,3
2025-03-30,23:48:05,120,34,703,856,1073,36.3*1,----,----,130,C2 C3 PHTX DST Java Movie,Poor Event,2025,3
2025-03-31,03:48:06,64,69,153,293,350,5.2*1,----,----,73,C2 C3 PHTX DST Java Movie,Very Poor Event,2025,3
2025-03-31,12:36:05,325,48,169,220,472,8.6*1,----,----,326,C2 C3 PHTX DST Java Movie,Poor Event; Only C2,2025,3
2025-03-31,20:36:05,318,46,268,315,608,13.3*1,----,----,317,C2 C3 PHTX DST Java Movie,Very Poor Event; Only C2,2025,3
